User,Tweet,Date,Source,Profile Photo,Translate,Emoji,Sentiment1,Sentiment2
juuulioce,"@centralarthurof @Aguiarthur E
#TeamArthurAguiar",Tue Jan 18 00:29:17 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur E
#TeamArthurAguiar",set(),0.0,0.0
ArthurAMinas,"@centralarthurof @Aguiarthur Eu nunca sei quando posso te ver
#TeamArthurAguiar",Tue Jan 18 00:29:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482448899583492097/tCflKRhN_normal.jpg,"@centralarthurof @Aguiarthur Eu nunca sei quando posso te ver
#TeamArthurAguiar",set(),0.0,0.0
WeakpointRbr,"@centralarthurof @Aguiarthur Pra recomeçar!!

#TeamArthurAguiar",Tue Jan 18 00:29:14 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
DrikBrandao,"RT @ArthurAMinas: @centralarthurof @Aguiarthur Viver desse jeito é tão ruim
#TeamArthurAguiar",Tue Jan 18 00:29:14 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1004862729314856960/XKCJHTCO_normal.jpg,"RT @ArthurAMinas: @centralarthurof @Aguiarthur Viver desse jeito é tão ruim
#TeamArthurAguiar",set(),0.0,0.0
QGRebeldeBR,@centralarthurof @Aguiarthur Vou viver um dia de cada vez #TeamArthurAguiar,Tue Jan 18 00:29:13 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482418836326522881/rkTaUzoB_normal.jpg,@centralarthurof @Aguiarthur Vou viver um dia de cada vez #TeamArthurAguiar,set(),0.0,0.0
RenataN72752656,"@centralarthurof @Aguiarthur H

#TeamArthurAguiar",Tue Jan 18 00:29:12 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479219237507977218/8l1ZW_LD_normal.jpg,"@centralarthurof @Aguiarthur H

#TeamArthurAguiar",set(),0.0,0.0
DrikBrandao,"RT @thaybelikov: @centralarthurof @Aguiarthur Amo sua risada de anjo
Seu olhinho fecha e esse furinho
Da sua bochecha me bate uma vontade d…",Tue Jan 18 00:29:10 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1004862729314856960/XKCJHTCO_normal.jpg,"RT @thaybelikov: @centralarthurof @Aguiarthur Amo sua risada de anjo
Seu olhinho fecha e esse furinho
Da sua bochecha me bate uma vontade d…",set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur Q
#TeamArthurAguiar",Tue Jan 18 00:29:10 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur Q
#TeamArthurAguiar",set(),0.0,0.0
Juninhop716,RT @ArthurAUruguai: @centralarthurof @Aguiarthur Noventa y ocho #TeamArthurAguiar,Tue Jan 18 00:29:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,RT @ArthurAUruguai: @centralarthurof @Aguiarthur Noventa y ocho #TeamArthurAguiar,set(),0.0,0.0
Juninhop716,RT @ArthurAUruguai: @centralarthurof @Aguiarthur Prontinho central consegui cemmm #TeamArthurAguiar,Tue Jan 18 00:29:08 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,RT @ArthurAUruguai: @centralarthurof @Aguiarthur Prontinho central consegui cemmm #TeamArthurAguiar,set(),0.0,0.0
RenataN72752656,"@centralarthurof @Aguiarthur G

#TeamArthurAguiar",Tue Jan 18 00:29:07 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479219237507977218/8l1ZW_LD_normal.jpg,"@centralarthurof @Aguiarthur G

#TeamArthurAguiar",set(),0.0,0.0
Juninhop716,RT @ArthurAUruguai: @centralarthurof @Aguiarthur Noventa y seis #TeamArthurAguiar,Tue Jan 18 00:29:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,RT @ArthurAUruguai: @centralarthurof @Aguiarthur Noventa y seis #TeamArthurAguiar,set(),0.0,0.0
MeuRisoRBR,@centralarthurof @Aguiarthur Vai na fé... #TeamArthurAguiar,Tue Jan 18 00:29:05 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1457498117645930497/Lf58tmrH_normal.jpg,@centralarthurof @Aguiarthur Vai na fé... #TeamArthurAguiar,set(),0.0,0.0
RenataN72752656,"@centralarthurof @Aguiarthur F

#TeamArthurAguiar",Tue Jan 18 00:29:02 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479219237507977218/8l1ZW_LD_normal.jpg,"@centralarthurof @Aguiarthur F

#TeamArthurAguiar",set(),0.0,0.0
WeakpointRbr,"@centralarthurof @Aguiarthur As coisas no lugar

#TeamArthurAguiar",Tue Jan 18 00:29:02 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,"@centralarthurof @Aguiarthur As coisas no lugar

#TeamArthurAguiar",set(),0.0,0.0
Juninhop716,RT @Aguiarthur: @bieberhouse_ A gente podia fazer um bolão né?,Tue Jan 18 00:29:00 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,RT @Aguiarthur: @bieberhouse_ A gente podia fazer um bolão né?,set(),0.0,0.0
wishmurilo_h,"@centralarthurof @Aguiarthur A flor mal nasceu morreu e ao beijar o chão suspeitou e se rendeu https://t.co/22J3NVMTat 

#TeamArthurAguiar",Tue Jan 18 00:28:59 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483247976428544007/CV9w3me6_normal.jpg,"@centralarthurof @Aguiarthur A flor mal nasceu morreu e ao beijar o chão suspeitou e se rendeu https://t.co/22J3NVMTat 

#TeamArthurAguiar",set(),0.0,0.0
centralarthurof,"RT @thaybelikov: @centralarthurof @Aguiarthur Amo sua risada de anjo
Seu olhinho fecha e esse furinho
Da sua bochecha me bate uma vontade d…",Tue Jan 18 00:28:59 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1393705764150185984/ribma30d_normal.jpg,"RT @thaybelikov: @centralarthurof @Aguiarthur Amo sua risada de anjo
Seu olhinho fecha e esse furinho
Da sua bochecha me bate uma vontade d…",set(),0.0,0.0
QGRebeldeBR,@centralarthurof @Aguiarthur Nada pode nos parar #TeamArthurAguiar,Tue Jan 18 00:28:58 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482418836326522881/rkTaUzoB_normal.jpg,@centralarthurof @Aguiarthur Nada pode nos parar #TeamArthurAguiar,set(),0.0,0.0
centralarthurof,"RT @wxykaah: @centralarthurof @Aguiarthur Esse topete dele é um charme,mdsss
#TeamArthurAguiar",Tue Jan 18 00:28:56 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1393705764150185984/ribma30d_normal.jpg,"RT @wxykaah: @centralarthurof @Aguiarthur Esse topete dele é um charme,mdsss
#TeamArthurAguiar",set(),0.0,0.0
yass_flower,"@centralarthurof @Aguiarthur O seu silêncio começa a incomodar
O seu sorriso me faz ficar sem ar
Conversas longas,… https://t.co/tsEbKO10lG",Tue Jan 18 00:28:56 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482904362666143747/_6RdIbOx_normal.jpg,"@centralarthurof @Aguiarthur O seu silêncio começa a incomodar
O seu sorriso me faz ficar sem ar
Conversas longas,… https://t.co/tsEbKO10lG",set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur N
#TeamArthurAguiar",Tue Jan 18 00:28:55 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur N
#TeamArthurAguiar",set(),0.0,0.0
Juninhop716,"RT @yass_flower: @centralarthurof @Aguiarthur A chuva é o vento que leva
O sol é o vento que traz
Me diz porque
Tanto bem-me-quer ou mal-me…",Tue Jan 18 00:28:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,"RT @yass_flower: @centralarthurof @Aguiarthur A chuva é o vento que leva
O sol é o vento que traz
Me diz porque
Tanto bem-me-quer ou mal-me…",set(),0.0,0.0
RenataN72752656,"@centralarthurof @Aguiarthur E

#TeamArthurAguiar",Tue Jan 18 00:28:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479219237507977218/8l1ZW_LD_normal.jpg,"@centralarthurof @Aguiarthur E

#TeamArthurAguiar",set(),0.0,0.0
WeakpointRbr,"@centralarthurof @Aguiarthur Só o tempo pode por 

#TeamArthurAguiar",Tue Jan 18 00:28:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,"@centralarthurof @Aguiarthur Só o tempo pode por 

#TeamArthurAguiar",set(),0.0,0.0
RenataN72752656,"@centralarthurof @Aguiarthur D

#TeamArthurAguiar",Tue Jan 18 00:28:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479219237507977218/8l1ZW_LD_normal.jpg,"@centralarthurof @Aguiarthur D

#TeamArthurAguiar",set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur M
#TeamArthurAguiar",Tue Jan 18 00:28:50 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur M
#TeamArthurAguiar",set(),0.0,0.0
arthuraguiar_q,"@centralarthurof @Aguiarthur você sabe bem..
#TeamArthurAguiar",Tue Jan 18 00:28:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1447924860437602319/cpZQ3bJw_normal.jpg,"@centralarthurof @Aguiarthur você sabe bem..
#TeamArthurAguiar",set(),0.0,0.0
SomosRebe1,RT @Aguiarthur: O Adm chegou! Estávamos descansando porque agora só vamos parar na final! ✨ Quem tá ansioso ai? #teamarthuraguiar #BBB22,Tue Jan 18 00:28:49 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482898608307515392/XEFyt9pi_normal.jpg,#teamarthuraguiar #BBB22,{'✨'},0.0,0.03124
ArthurAMinas,"@centralarthurof @Aguiarthur Viver desse jeito é tão ruim
#TeamArthurAguiar",Tue Jan 18 00:28:49 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482448899583492097/tCflKRhN_normal.jpg,"@centralarthurof @Aguiarthur Viver desse jeito é tão ruim
#TeamArthurAguiar",set(),0.0,0.0
thaybelikov,"@centralarthurof @Aguiarthur Amo sua risada de anjo
Seu olhinho fecha e esse furinho
Da sua bochecha me bate uma vo… https://t.co/UP927KNkmN",Tue Jan 18 00:28:46 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482163102271610885/MNbGSop8_normal.jpg,"@centralarthurof @Aguiarthur Amo sua risada de anjo
Seu olhinho fecha e esse furinho
Da sua bochecha me bate uma vo… https://t.co/UP927KNkmN",set(),0.0,0.0
wxykaah,"@centralarthurof @Aguiarthur Esse topete dele é um charme,mdsss
#TeamArthurAguiar",Tue Jan 18 00:28:45 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482360125398605834/h4TDJmt2_normal.jpg,"@centralarthurof @Aguiarthur Esse topete dele é um charme,mdsss
#TeamArthurAguiar",set(),0.0,0.0
Juninhop716,"RT @everlastingrbr: @centralarthurof @Aguiarthur Eu já sabia tudo que seus olhos tinham pra falar
#TeamArthurAguiar",Tue Jan 18 00:28:45 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,"RT @everlastingrbr: @centralarthurof @Aguiarthur Eu já sabia tudo que seus olhos tinham pra falar
#TeamArthurAguiar",set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur L
#TeamArthurAguiar",Tue Jan 18 00:28:45 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur L
#TeamArthurAguiar",set(),0.0,0.0
WeakpointRbr,"@centralarthurof @Aguiarthur Tudo vai melhorar!!
#TeamArthurAguiar",Tue Jan 18 00:28:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
lolohrbr_love,"@centralarthurof @Aguiarthur Depois de um tropeço

#TeamArthurAguiar",Tue Jan 18 00:28:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1471881019607420936/kVjyMiZQ_normal.jpg,"@centralarthurof @Aguiarthur Depois de um tropeço

#TeamArthurAguiar",set(),0.0,0.0
RenataN72752656,"@centralarthurof @Aguiarthur C

#TeamArthurAguiar",Tue Jan 18 00:28:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479219237507977218/8l1ZW_LD_normal.jpg,"@centralarthurof @Aguiarthur C

#TeamArthurAguiar",set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur K
#TeamArthurAguiar",Tue Jan 18 00:28:41 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur K
#TeamArthurAguiar",set(),0.0,0.0
RenataN72752656,"@centralarthurof @Aguiarthur B

#TeamArthurAguiar",Tue Jan 18 00:28:37 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479219237507977218/8l1ZW_LD_normal.jpg,"@centralarthurof @Aguiarthur B

#TeamArthurAguiar",set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur J
#TeamArthurAguiar",Tue Jan 18 00:28:37 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur J
#TeamArthurAguiar",set(),0.0,0.0
DrikBrandao,"RT @ArthurAMinas: @centralarthurof @Aguiarthur E não quer se prender
#TeamArthurAguiar",Tue Jan 18 00:28:37 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1004862729314856960/XKCJHTCO_normal.jpg,"RT @ArthurAMinas: @centralarthurof @Aguiarthur E não quer se prender
#TeamArthurAguiar",set(),0.0,0.0
williamnoguchi,"@centralarthurof @Aguiarthur Amizade não se explica, se sente
É se doar sem nada em troca esperar
Se entender num g… https://t.co/AqgzLi6NGL",Tue Jan 18 00:28:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482803733042024453/thrRSp4z_normal.jpg,"@centralarthurof @Aguiarthur Amizade não se explica, se sente
É se doar sem nada em troca esperar
Se entender num g… https://t.co/AqgzLi6NGL",set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur O
#TeamArthurAguiar",Tue Jan 18 00:28:33 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur O
#TeamArthurAguiar",set(),0.0,0.0
DrikBrandao,"RT @ArthurAMinas: @centralarthurof @Aguiarthur Mas você é do role
#TeamArthurAguiar",Tue Jan 18 00:28:31 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1004862729314856960/XKCJHTCO_normal.jpg,"RT @ArthurAMinas: @centralarthurof @Aguiarthur Mas você é do role
#TeamArthurAguiar",set(),0.0,0.0
lolohrbr_love,"@centralarthurof @Aguiarthur Um recomeço 

#TeamArthurAguiar",Tue Jan 18 00:28:31 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1471881019607420936/kVjyMiZQ_normal.jpg,"@centralarthurof @Aguiarthur Um recomeço 

#TeamArthurAguiar",set(),0.0,0.0
WeakpointRbr,"@centralarthurof @Aguiarthur Sempre vem o sol

#TeamArthurAguiar",Tue Jan 18 00:28:31 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,"@centralarthurof @Aguiarthur Sempre vem o sol

#TeamArthurAguiar",set(),0.0,0.0
Juninhop716,"RT @wxykaah: @centralarthurof @Aguiarthur Que terno lindooo
#TeamArthurAguiar",Tue Jan 18 00:28:29 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,"RT @wxykaah: @centralarthurof @Aguiarthur Que terno lindooo
#TeamArthurAguiar",set(),0.0,0.0
RenataN72752656,"@centralarthurof @Aguiarthur A 

#TeamArthurAguiar",Tue Jan 18 00:28:29 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479219237507977218/8l1ZW_LD_normal.jpg,"@centralarthurof @Aguiarthur A 

#TeamArthurAguiar",set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur H
#TeamArthurAguiar",Tue Jan 18 00:28:28 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur H
#TeamArthurAguiar",set(),0.0,0.0
Bya11060843,@centralarthurof @Aguiarthur #TEAMARTHURAGUIAR  vamos.torcendo bastante,Tue Jan 18 00:28:28 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1434270097871458304/chBUjPvu_normal.jpg,@centralarthurof @Aguiarthur #TEAMARTHURAGUIAR  vamos.torcendo bastante,set(),0.0,0.0
Juninhop716,RT @rbr10anos: @centralarthurof @Aguiarthur Desejos sonhos não vao morrer se acreditar é só acreditar #TeamArthurAguiar,Tue Jan 18 00:28:26 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,RT @rbr10anos: @centralarthurof @Aguiarthur Desejos sonhos não vao morrer se acreditar é só acreditar #TeamArthurAguiar,set(),0.0,0.0
MeuRisoRBR,@centralarthurof @Aguiarthur Se morrer resseca e perde a cor... #TeamArthurAguiar,Tue Jan 18 00:28:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1457498117645930497/Lf58tmrH_normal.jpg,@centralarthurof @Aguiarthur Se morrer resseca e perde a cor... #TeamArthurAguiar,set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur G
#TeamArthurAguiar",Tue Jan 18 00:28:23 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur G
#TeamArthurAguiar",set(),0.0,0.0
WeakpointRbr,"@centralarthurof @Aguiarthur Porque sei depois da chuva

#TeamArthurAguiar",Tue Jan 18 00:28:22 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,"@centralarthurof @Aguiarthur Porque sei depois da chuva

#TeamArthurAguiar",set(),0.0,0.0
ArthurAMinas,"@centralarthurof @Aguiarthur E não quer se prender
#TeamArthurAguiar",Tue Jan 18 00:28:19 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482448899583492097/tCflKRhN_normal.jpg,"@centralarthurof @Aguiarthur E não quer se prender
#TeamArthurAguiar",set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur F
#TeamArthurAguiar",Tue Jan 18 00:28:18 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur F
#TeamArthurAguiar",set(),0.0,0.0
wxykaah,"@centralarthurof @Aguiarthur Eu amoo esse meninooo
#TeamArthurAguiar",Tue Jan 18 00:28:17 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482360125398605834/h4TDJmt2_normal.jpg,"@centralarthurof @Aguiarthur Eu amoo esse meninooo
#TeamArthurAguiar",set(),0.0,0.0
WeakpointRbr,"@centralarthurof @Aguiarthur Sempre podemos tentar de novo!!

#TeamArthurAguiar",Tue Jan 18 00:28:16 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
DrikBrandao,"RT @everlastingrbr: @centralarthurof @Aguiarthur Eu já sabia tudo que seus olhos tinham pra falar
#TeamArthurAguiar",Tue Jan 18 00:28:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1004862729314856960/XKCJHTCO_normal.jpg,"RT @everlastingrbr: @centralarthurof @Aguiarthur Eu já sabia tudo que seus olhos tinham pra falar
#TeamArthurAguiar",set(),0.0,0.0
everlastingrbr,"@centralarthurof @Aguiarthur Tudo tem o seu momento e o nosso vai além do tempo
#TeamArthurAguiar",Tue Jan 18 00:28:08 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482714096617332737/GUYasOgf_normal.jpg,"@centralarthurof @Aguiarthur Tudo tem o seu momento e o nosso vai além do tempo
#TeamArthurAguiar",set(),0.0,0.0
WeakpointRbr,"@centralarthurof @Aguiarthur Mas tudo bem

#TeamArthurAguiar",Tue Jan 18 00:28:08 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,"@centralarthurof @Aguiarthur Mas tudo bem

#TeamArthurAguiar",set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur E
#TeamArthurAguiar",Tue Jan 18 00:28:06 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur E
#TeamArthurAguiar",set(),0.0,0.0
Juninhop716,@centralarthurof @Aguiarthur #TeamArthurAguiar rebelde para sempre ✨♥️,Tue Jan 18 00:28:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar rebelde para sempre ✨♥️,"{'♥️', '✨'}",0.0,0.3
ArthurAMinas,"@centralarthurof @Aguiarthur Mas você é do role
#TeamArthurAguiar",Tue Jan 18 00:28:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482448899583492097/tCflKRhN_normal.jpg,"@centralarthurof @Aguiarthur Mas você é do role
#TeamArthurAguiar",set(),0.0,0.0
MeuRisoRBR,@centralarthurof @Aguiarthur Com muita chuva ela morre... #TeamArthurAguiar,Tue Jan 18 00:28:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1457498117645930497/Lf58tmrH_normal.jpg,@centralarthurof @Aguiarthur Com muita chuva ela morre... #TeamArthurAguiar,set(),0.0,0.0
juuulioce,"@centralarthurof @Aguiarthur D
#TeamArthurAguiar",Tue Jan 18 00:28:03 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482516932024745987/lHX5rkL5_normal.jpg,"@centralarthurof @Aguiarthur D
#TeamArthurAguiar",set(),0.0,0.0
WeakpointRbr,"@centralarthurof @Aguiarthur Também errei

#TeamArthurAguiar",Tue Jan 18 00:28:00 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,"@centralarthurof @Aguiarthur Também errei

#TeamArthurAguiar",set(),0.0,0.0
