Tweet,SentimentML,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias
@centralarthurof @aguiarthur acord dav bom dia #teamarthuragui,'neutro',[0.12],[0.01],[0.84],[0.0],[0.0],[0.01],[0.0]
rt @yass_flow @centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ malme…,'neutro',[0.0],[0.0],[0.99],[0.0],[0.0],[0.0],[0.0]
@centralarthurof @aguiarthur gent conseg #teamarthuragui,'alegria',[0.88],[0.01],[0.06],[0.01],[0.03],[0.01],[0.0]
"rt @gabscyrus @centralarthurof @aguiarthur pi tud linda, vei decidida, jog pra ganh #teamarthuragui",'neutro',[0.01],[0.0],[0.73],[0.0],[0.26],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@daviciril @centralarthurof @aguiarthur #teamarthuragui amoooo,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur vam pov #teamarthuragui,'raiva',[0.05],[0.01],[0.38],[0.01],[0.55],[0.01],[0.0]
rt @bya11060843 agor falt pouc ansi #arthuragui @centralarthurof @aguiarthur vam vam menin vai brilh,'raiva',[0.01],[0.0],[0.47],[0.0],[0.52],[0.0],[0.0]
@centralarthurof @aguiarthur @aguiarthur @centralarthurof #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur tô prov frut amarg açõ #teamarthuragui,'neutro',[0.37],[0.07],[0.43],[0.02],[0.07],[0.04],[0.0]
@centralarthurof @aguiarthur #teamarthuragui amoooo,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur estil #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur pi tud linda, vei decidida, jog pra ganh #teamarthuragui",'neutro',[0.01],[0.0],[0.79],[0.0],[0.2],[0.0],[0.0]
"@centralarthurof @aguiarthur amor, paix engan quest ser human viv ter med viv do…",'neutro',[0.0],[0.0],[0.99],[0.0],[0.0],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui segue! 🥺,'neutro',[0.15],[0.0],[0.51],[0.0],[0.33],[0.0],[0.0]
"@centralarthurof @aguiarthur bora, gal #teamarthuragui",'neutro',[0.39],[0.0],[0.42],[0.0],[0.19],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur ce cort mal raiz #teamarthuragui,'neutro',[0.22],[0.01],[0.65],[0.01],[0.1],[0.01],[0.0]
@aguiarthur boa noit adm tá fal agr ?,'neutro',[0.0],[0.0],[0.77],[0.0],[0.21],[0.01],[0.0]
@centralarthurof @aguiarthur oiee cf #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @somosrebe1 #teamarthuragui @aguiarthur,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
@centralarthurof @aguiarthur chuv err decepç #teamarthuragui,'neutro',[0.09],[0.01],[0.84],[0.01],[0.04],[0.02],[0.0]
rt @arthuraurugu @aguiarthur oi lind cad #teamarthuragui,'neutro',[0.12],[0.0],[0.6],[0.0],[0.27],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur promet vc vai cuid am #teamarthuragui,'neutro',[0.0],[0.13],[0.75],[0.01],[0.09],[0.02],[0.0]
"@centralarthurof @aguiarthur pirraça, ah, ah, ah dia graça, ah, ah, ah sab bem fal m…",'neutro',[0.0],[0.0],[1.0],[0.0],[0.0],[0.0],[0.0]
rt @qgrebeldebr @centralarthurof @weakpointrbr @aguiarthur dua viu #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
rt @somosrebe1 ansiedad mil!!! ✨💛 #teamarthuragui ✨✨✨ @aguiarthur @centralarthurof,'raiva',[0.0],[0.0],[0.37],[0.0],[0.63],[0.0],[0.0]
rt @qgrebeldebr @centralarthurof @weakpointrbr @aguiarthur dua viu #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
rt @centralarthurof @weakpointrbr @aguiarthur adm daqu pouc vai ter dor barrig tant nerv #teamarthuragui,'neutro',[0.0],[0.0],[0.95],[0.0],[0.05],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui @aguiarthur @centralarthurof @aguiarthur,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @centralarthurof @weakpointrbr @aguiarthur adm daqu pouc vai ter dor barrig tant nerv #teamarthuragui,'neutro',[0.0],[0.0],[0.95],[0.0],[0.05],[0.0],[0.0]
@centralarthurof @aguiarthur fiz muit promess cumpr #teamarthuragui,'neutro',[0.41],[0.02],[0.47],[0.01],[0.07],[0.02],[0.0]
ansiedad mil!!! ✨💛 #teamarthuragui ✨✨✨ @aguiarthur @centralarthurof,'raiva',[0.01],[0.0],[0.45],[0.0],[0.54],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur hoj pur emoç #teamarthuragui,'neutro',[0.27],[0.01],[0.59],[0.01],[0.11],[0.01],[0.0]
@centralarthurof @aguiarthur diz nasc vez vem assim?zer defeit #teamarthuragui,'neutro',[0.0],[0.0],[0.88],[0.0],[0.1],[0.01],[0.0]
@centralarthurof @aguiarthur tão lind #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur amoooo #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@comentaagabii_ @aguiarthur oh amig vai conseguir,pod ter cert ❤️",'neutro',[0.0],[0.0],[0.98],[0.0],[0.01],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@sweet_aguiar_ @centralarthurof @aguiarthur tudooo #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur amizad lealdad amizad bemquer amizad quer ver outr feliz apen querer…,'neutro',[0.0],[0.0],[0.89],[0.0],[0.1],[0.0],[0.0]
@centralarthurof @aguiarthur vc pra vou esper #teamarthuragui,'neutro',[0.11],[0.01],[0.64],[0.01],[0.2],[0.02],[0.0]
@centralarthurof @aguiarthur melhor pra mim luzinha #teamarthuragui,'neutro',[0.03],[0.0],[0.9],[0.0],[0.06],[0.0],[0.0]
@centralarthurof @aguiarthur amo baby vem comig pra ser feliz #teamarthuragui,'neutro',[0.0],[0.01],[0.93],[0.0],[0.05],[0.0],[0.0]
@centralarthurof @aguiarthur bor centr #teamarthuragui #bbb22,'alegria',[0.58],[0.01],[0.37],[0.0],[0.03],[0.01],[0.0]
"séri @jadepicon, @linndaquebr @aguiarthur vão entr hoj cas #bbb22?? cont babado…",'neutro',[0.0],[0.0],[0.97],[0.0],[0.03],[0.0],[0.0]
@arthuraurugu @centralarthurof @aguiarthur vam hoj começ #teamarthuragui,'neutro',[0.45],[0.01],[0.49],[0.01],[0.03],[0.01],[0.0]
@aguiarthur ador posit #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur volt log am beij bom, viv morr am p…",'neutro',[0.0],[0.02],[0.97],[0.0],[0.0],[0.0],[0.0]
@centralarthurof @aguiarthur import verdad rest deix temp diz diz #teamarthuragui,'neutro',[0.01],[0.01],[0.98],[0.0],[0.0],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur tô pouc ansi #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur amizad lealdad amizad bemquer amizad quer ver outr feliz apen querer…,'neutro',[0.0],[0.0],[0.89],[0.0],[0.1],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @aguiarthur adm chegou! descans porqu agor vam par final! ✨ tá ansi ai? #teamarthuragui #bbb22,'neutro',[0.0],[0.0],[0.96],[0.0],[0.04],[0.0],[0.0]
rt @somosrebe1 #teamarthuragui ✨✨ @aguiarthur,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
"@centralarthurof @aguiarthur morr am ela, favor alguém enterr cov sorris #teamarthuragui",'neutro',[0.0],[0.05],[0.91],[0.01],[0.01],[0.01],[0.0]
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',[0.01],[0.0],[0.56],[0.0],[0.44],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@aguiarthur oi lind cad #teamarthuragui,'neutro',[0.22],[0.01],[0.57],[0.01],[0.18],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui ✨,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur pirralh imaturo, ador implic comig #teamarthuragui",'neutro',[0.39],[0.0],[0.42],[0.0],[0.19],[0.0],[0.0]
@centralarthurof @aguiarthur boraaa sub #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur viv #teamarthuragui,'neutro',[0.05],[0.01],[0.82],[0.01],[0.09],[0.01],[0.0]
@centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ ou…,'neutro',[0.0],[0.03],[0.95],[0.0],[0.0],[0.02],[0.0]
"@centralarthurof @aguiarthur sei vê, apen menin #teamarthuragui",'neutro',[0.39],[0.0],[0.42],[0.0],[0.19],[0.0],[0.0]
#teamarthuragui ✨✨ @aguiarthur,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur amizad lealdad amizad bemquer amizad quer ver outr feliz apen quer #teamarthuragui,'neutro',[0.0],[0.01],[0.89],[0.01],[0.08],[0.01],[0.0]
@centralarthurof @weakpointrbr @aguiarthur dua viu #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur beij bom #teamarthuragui,'neutro',[0.35],[0.01],[0.61],[0.0],[0.02],[0.01],[0.0]
@centralarthurof @aguiarthur rei #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur faç tud pra vê sorr #teamarthuragui,'neutro',[0.03],[0.01],[0.74],[0.0],[0.21],[0.01],[0.0]
@centralarthurof @weakpointrbr @aguiarthur parec encontr alguém pra namor #teamarthuragui,'neutro',[0.26],[0.01],[0.68],[0.0],[0.04],[0.01],[0.0]
@centralarthurof @aguiarthur volt log am #teamarthuragui,'neutro',[0.02],[0.14],[0.7],[0.02],[0.09],[0.03],[0.0]
@centralarthurof @aguiarthur #teamarthuragui am sigam!!! ✨✨✨✨✨,'neutro',[0.0],[0.0],[0.66],[0.0],[0.33],[0.0],[0.0]
"@centralarthurof @aguiarthur amizad lealdade, amizad bem querer, amizad quer ver outr feliz apena…",'neutro',[0.0],[0.0],[0.98],[0.0],[0.02],[0.0],[0.0]
@centralarthurof @aguiarthur ta cheg hr #teamarthuragui,'alegria',[0.59],[0.01],[0.22],[0.0],[0.17],[0.01],[0.0]
@centralarthurof @aguiarthur vou cuid #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',[0.01],[0.0],[0.56],[0.0],[0.44],[0.0],[0.0]
@centralarthurof @aguiarthur aaaaaaaa mó vontad #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur tud ele!! #teamarthuragui,'neutro',[0.0],[0.0],[0.75],[0.0],[0.25],[0.0],[0.0]
@centralarthurof @aguiarthur pod vir comig #teamarthuragui,'raiva',[0.09],[0.02],[0.4],[0.01],[0.45],[0.02],[0.0]
@centralarthurof @aguiarthur bor timee #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur min #teamarthuragui,'neutro',[0.34],[0.0],[0.52],[0.0],[0.13],[0.0],[0.0]
"@aguiarthur adm, sab hor são? 12 11 ^ 1 10 | 2…",'neutro',[0.0],[0.0],[0.97],[0.0],[0.02],[0.0],[0.0]
@centralarthurof @aguiarthur vou ser melhor amig #teamarthuragui,'neutro',[0.0],[0.0],[0.96],[0.0],[0.03],[0.0],[0.0]
@centralarthurof @aguiarthur amoo viu #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur to pens dia sim outr sim #teamarthuragui,'neutro',[0.0],[0.04],[0.87],[0.03],[0.02],[0.04],[0.0]
"@centralarthurof @aguiarthur jeit bob agir, faç tud pra vê sorr #teamarthuragui",'neutro',[0.05],[0.0],[0.73],[0.0],[0.21],[0.0],[0.0]
rt @juninhop716 @centralarthurof @aguiarthur #teamarthuragui rebeld sempr ✨♥️,'neutro',[0.34],[0.0],[0.45],[0.0],[0.19],[0.01],[0.0]
@centralarthurof @aguiarthur tão lind estrel céu brilh irrad sol sei dev o…,'raiva',[0.12],[0.04],[0.11],[0.01],[0.71],[0.01],[0.0]
@centralarthurof @aguiarthur acim tud respe #teamarthuragui,'neutro',[0.11],[0.02],[0.63],[0.01],[0.23],[0.01],[0.0]
@centralarthurof @aguiarthur pont luz ✨ #teamarthuragui,'alegria',[0.78],[0.01],[0.16],[0.01],[0.03],[0.01],[0.0]
"@centralarthurof @aguiarthur mina, mina, mina, mina! mina, mi…",'neutro',[0.0],[0.0],[0.93],[0.0],[0.07],[0.0],[0.0]
"@centralarthurof @aguiarthur tod histór começ mei fim, film pod ser assim #teamarthuragui",'neutro',[0.0],[0.0],[0.73],[0.02],[0.23],[0.01],[0.0]
"@centralarthurof @aguiarthur difícil disfarçar, vej entr olh #teamarthuragui",'neutro',[0.02],[0.0],[0.62],[0.0],[0.35],[0.0],[0.0]
@centralarthurof @aguiarthur sei tá med ser ced pra apaixon outr vez sei po…,'neutro',[0.0],[0.01],[0.97],[0.0],[0.02],[0.0],[0.0]
"rt @thaybelikov @centralarthurof @aguiarthur min fechamento, nunc vacil tip mulh cheg pra som parec b…",'neutro',[0.01],[0.0],[0.98],[0.0],[0.01],[0.0],[0.0]
@centralarthurof @aguiarthur sincer #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur tud bem aí aqu ta vou ment #teamarthuragui,'neutro',[0.0],[0.04],[0.81],[0.06],[0.02],[0.07],[0.01]
@centralarthurof @aguiarthur melhor mim #teamarthuragui,'neutro',[0.13],[0.01],[0.78],[0.0],[0.07],[0.01],[0.0]
@centralarthurof @aguiarthur vou am verdad #teamarthuragui,'neutro',[0.17],[0.11],[0.55],[0.01],[0.14],[0.02],[0.0]
@centralarthurof @aguiarthur fech olh pra pod cant #teamarthuragui,'neutro',[0.0],[0.01],[0.62],[0.0],[0.36],[0.01],[0.0]
@centralarthurof @aguiarthur deix sol bat #teamarthuragui,'neutro',[0.03],[0.01],[0.89],[0.01],[0.03],[0.03],[0.0]
@centralarthurof @aguiarthur vou diz lev coraçã precis sempr ter pert olh ( é…,'neutro',[0.02],[0.09],[0.79],[0.03],[0.02],[0.05],[0.0]
@aguiarthur #teamarthuragui seg adm aqu torc bem ant fal iri entr bbb aind 🍀,'neutro',[0.0],[0.01],[0.95],[0.01],[0.02],[0.01],[0.0]
@centralarthurof @aguiarthur brinc comig #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"rt @thaybelikov @centralarthurof @aguiarthur min fechamento, nunc vacil tip mulh cheg pra som parec b…",'neutro',[0.01],[0.0],[0.98],[0.0],[0.01],[0.0],[0.0]
@centralarthurof @aguiarthur consig enxerg luz nel #teamarthuragui,'alegria',[0.78],[0.01],[0.16],[0.01],[0.03],[0.01],[0.0]
@centralarthurof @aguiarthur vem med porqu #teamarthuragui,'neutro',[0.02],[0.02],[0.89],[0.01],[0.03],[0.02],[0.0]
rt @centralarthurof @weakpointrbr @aguiarthur bor bor bor #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
@centralarthurof @aguiarthur y #teamarthuragui,'neutro',[0.01],[0.0],[0.97],[0.0],[0.01],[0.0],[0.0]
@centralarthurof @aguiarthur sei #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur abr braç pra pod sonh #teamarthuragui,'neutro',[0.09],[0.0],[0.81],[0.0],[0.09],[0.0],[0.0]
@centralarthurof @aguiarthur segur mão #teamarthuragui,'raiva',[0.16],[0.02],[0.39],[0.01],[0.4],[0.02],[0.0]
@centralarthurof @aguiarthur sobr ta nad bem kkkkkkk #teamarthuragui,'neutro',[0.11],[0.02],[0.72],[0.0],[0.14],[0.01],[0.0]
rt @weakpointrbr @centralarthurof @aguiarthur bot pra subir!! #teamarthuragui,'neutro',[0.0],[0.0],[0.51],[0.0],[0.48],[0.0],[0.0]
@centralarthurof @aguiarthur detalh deix best #teamarthuragui,'neutro',[0.1],[0.01],[0.76],[0.0],[0.12],[0.01],[0.0]
@centralarthurof @aguiarthur z #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur deix vent lev traz você, outr vez #teamarthuragui",'neutro',[0.01],[0.0],[0.94],[0.0],[0.05],[0.0],[0.0]
@centralarthurof @aguiarthur x #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@aguiarthur #teamarthuragui seg adm aqu torc bem ant fal iri entr bbb,'neutro',[0.0],[0.04],[0.86],[0.03],[0.02],[0.04],[0.01]
@centralarthurof @aguiarthur quer #teamarthuragui,'neutro',[0.05],[0.01],[0.65],[0.01],[0.26],[0.01],[0.0]
@centralarthurof @aguiarthur not cançã #teamarthuragui,'alegria',[0.42],[0.02],[0.39],[0.01],[0.14],[0.02],[0.0]
@centralarthurof @aguiarthur veee seiscent #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur v #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur faz seman #teamarthuragui,'neutro',[0.24],[0.01],[0.7],[0.01],[0.04],[0.01],[0.0]
@centralarthurof @aguiarthur vai quer volt pra mim #teamarthuragui,'neutro',[0.0],[0.0],[0.85],[0.0],[0.14],[0.0],[0.0]
@centralarthurof @aguiarthur dou coraçã #teamarthuragui,'alegria',[0.8],[0.02],[0.11],[0.01],[0.05],[0.01],[0.0]
"@centralarthurof @aguiarthur min fechamento, nunc vacil tip mulh cheg pra som p…",'neutro',[0.01],[0.0],[0.98],[0.0],[0.01],[0.0],[0.0]
"@centralarthurof @aguiarthur am jogo, alguém ced ant tard #teamarthuragui",'neutro',[0.01],[0.05],[0.87],[0.01],[0.04],[0.01],[0.0]
@centralarthurof @aguiarthur u #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"rt @wxykaah @centralarthurof @aguiarthur topet charme,mdss #teamarthuragui",'neutro',[0.23],[0.0],[0.47],[0.0],[0.31],[0.0],[0.0]
@centralarthurof @aguiarthur pode?procur defeit ach ? #teamarthuragui,'neutro',[0.0],[0.0],[0.75],[0.0],[0.25],[0.0],[0.0]
@centralarthurof @aguiarthur t #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur escut coraçã #teamarthuragui,'alegria',[0.8],[0.02],[0.11],[0.01],[0.05],[0.01],[0.0]
@centralarthurof @aguiarthur vai volt ser deix ser #teamarthuragui,'neutro',[0.0],[0.0],[0.96],[0.0],[0.04],[0.0],[0.0]
"@centralarthurof @aguiarthur é, tô dand am qu sab #teamarthuragui",'neutro',[0.0],[0.01],[0.95],[0.0],[0.03],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur nunc sei poss ver #teamarthuragui,'neutro',[0.09],[0.05],[0.69],[0.04],[0.08],[0.06],[0.01]
@centralarthurof @aguiarthur pra recomeçar!! #teamarthuragui,'neutro',[0.01],[0.0],[0.6],[0.0],[0.39],[0.0],[0.0]
rt @arthuramin @centralarthurof @aguiarthur viv dess jeit tão ruim #teamarthuragui,'neutro',[0.04],[0.0],[0.66],[0.0],[0.28],[0.01],[0.0]
@centralarthurof @aguiarthur vou viv dia cad vez #teamarthuragui,'neutro',[0.0],[0.01],[0.96],[0.01],[0.0],[0.01],[0.0]
@centralarthurof @aguiarthur h #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur amo ris anj olh fech fur bochech bat vontad d…,'neutro',[0.0],[0.0],[0.97],[0.0],[0.02],[0.0],[0.0]
@centralarthurof @aguiarthur q #teamarthuragui,'neutro',[0.09],[0.0],[0.59],[0.0],[0.31],[0.0],[0.0]
rt @arthuraurugu @centralarthurof @aguiarthur novent y och #teamarthuragui,'neutro',[0.01],[0.0],[0.98],[0.0],[0.01],[0.0],[0.0]
rt @arthuraurugu @centralarthurof @aguiarthur pront centr consegu cemmm #teamarthuragui,'neutro',[0.43],[0.0],[0.51],[0.0],[0.06],[0.0],[0.0]
@centralarthurof @aguiarthur g #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @arthuraurugu @centralarthurof @aguiarthur novent y seil #teamarthuragui,'neutro',[0.0],[0.0],[0.99],[0.0],[0.0],[0.0],[0.0]
@centralarthurof @aguiarthur vai fé #teamarthuragui,'neutro',[0.11],[0.01],[0.58],[0.0],[0.29],[0.0],[0.0]
@centralarthurof @aguiarthur f #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur cois lug #teamarthuragui,'neutro',[0.26],[0.02],[0.54],[0.01],[0.16],[0.01],[0.0]
rt @aguiarthur @bieberhouse_ gent pod faz bol né?,'neutro',[0.0],[0.0],[0.66],[0.0],[0.34],[0.0],[0.0]
@centralarthurof @aguiarthur fl mal nasc morr beij chã suspeit rend #teamarthuragui,'neutro',[0.25],[0.0],[0.74],[0.0],[0.0],[0.0],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur amo ris anj olh fech fur bochech bat vontad d…,'neutro',[0.0],[0.0],[0.97],[0.0],[0.02],[0.0],[0.0]
@centralarthurof @aguiarthur nad pod par #teamarthuragui,'neutro',[0.11],[0.01],[0.8],[0.0],[0.07],[0.01],[0.0]
"rt @wxykaah @centralarthurof @aguiarthur topet charme,mdss #teamarthuragui",'neutro',[0.23],[0.0],[0.47],[0.0],[0.31],[0.0],[0.0]
"@centralarthurof @aguiarthur silênci começ incomod sorris faz fic ar convers longas,…",'neutro',[0.42],[0.0],[0.56],[0.0],[0.01],[0.0],[0.0]
@centralarthurof @aguiarthur n #teamarthuragui,'alegria',[0.37],[0.02],[0.23],[0.01],[0.35],[0.01],[0.0]
rt @yass_flow @centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ malme…,'neutro',[0.0],[0.0],[0.99],[0.0],[0.0],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur temp pod #teamarthuragui,'neutro',[0.06],[0.01],[0.82],[0.01],[0.08],[0.01],[0.0]
@centralarthurof @aguiarthur d #teamarthuragui,'neutro',[0.13],[0.01],[0.6],[0.01],[0.24],[0.01],[0.0]
@centralarthurof @aguiarthur m #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur sab bem #teamarthuragui,'neutro',[0.27],[0.01],[0.64],[0.01],[0.05],[0.01],[0.0]
rt @aguiarthur adm chegou! descans porqu agor vam par final! ✨ tá ansi ai? #teamarthuragui #bbb22,'neutro',[0.0],[0.0],[0.96],[0.0],[0.04],[0.0],[0.0]
@centralarthurof @aguiarthur viv dess jeit tão ruim #teamarthuragui,'neutro',[0.06],[0.08],[0.54],[0.06],[0.16],[0.09],[0.01]
@centralarthurof @aguiarthur amo ris anj olh fech fur bochech bat vo…,'neutro',[0.0],[0.09],[0.83],[0.02],[0.02],[0.04],[0.0]
"@centralarthurof @aguiarthur topet charme,mdss #teamarthuragui",'neutro',[0.39],[0.0],[0.42],[0.0],[0.19],[0.0],[0.0]
rt @everlastingrbr @centralarthurof @aguiarthur sab tud olh pra fal #teamarthuragui,'neutro',[0.0],[0.0],[0.7],[0.0],[0.3],[0.0],[0.0]
@centralarthurof @aguiarthur l #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur tud vai melhorar!! #teamarthuragui,'neutro',[0.0],[0.0],[0.64],[0.0],[0.36],[0.0],[0.0]
@centralarthurof @aguiarthur tropeç #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur c #teamarthuragui,'neutro',[0.28],[0.02],[0.48],[0.01],[0.18],[0.03],[0.0]
@centralarthurof @aguiarthur k #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur b #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur j #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @arthuramin @centralarthurof @aguiarthur qu prend #teamarthuragui,'alegria',[0.56],[0.0],[0.35],[0.0],[0.08],[0.0],[0.0]
"@centralarthurof @aguiarthur amizad explica, sent do nad troc esper entend g…",'alegria',[0.57],[0.0],[0.35],[0.0],[0.08],[0.0],[0.0]
